Outlet_ID,Year,Month,Distributor_ID,SKU_ID,Volume_Liters,Total_Bill_Value
OUT_14433,2024,11,DIST_NW_01,SKU_09,-12.183275396705431,-26803.216737443407
OUT_04916,2025,12,DIST_W_02,SKU_02,-20.975339487098992,-5313.734295841749
OUT_07590,2024,7,DIST_W_03,SKU_05,-65.22008254664436,-5869.806567852887
OUT_05510,2023,2,DIST_W_01,SKU_05,-12.623672795430489,-1136.1538864890597
OUT_17696,2024,10,DIST_S_01,SKU_06,-129.38624920215906,-10868.422510871893
OUT_07193,2025,8,DIST_W_03,SKU_04,-10.12079889938631,-3289.288736418858
OUT_16328,2024,5,DIST_NW_02,SKU_06,-311.672507309854,-26180.4803497033
OUT_09988,2023,9,DIST_C_03,SKU_02,-42.11948235967341,-10670.277137276356
OUT_07746,2025,6,DIST_W_01,SKU_09,-9.382327077037983,-20641.1654548409
OUT_01854,2024,11,DIST_W_02,SKU_01,-32.47868710184618,-9743.600768461103
OUT_08282,2024,11,DIST_W_01,SKU_08,-5.920423945177952,-2604.982198891299
OUT_09540,2023,7,DIST_C_03,SKU_07,-51.14298280624634,-33242.967886742204
OUT_05068,2025,1,DIST_W_03,SKU_01,-5.313378080541515,-1594.0543172605703
OUT_17604,2025,2,DIST_S_02,SKU_02,-119.58309371135245,-30294.35923665208
OUT_06396,2025,1,DIST_W_03,SKU_04,-5.143709324599835,-1671.7027952203764
OUT_08222,2023,12,DIST_W_01,SKU_02,-97.89804656601471,-24800.81989830872
OUT_10015,2024,1,DIST_C_02,SKU_04,-4.682804754091857,-1521.896328423854
OUT_19303,2025,9,DIST_S_02,SKU_08,-48.98206593306051,-21552.061287764813
OUT_03228,2025,1,DIST_W_01,SKU_09,-33.57359094376429,-73861.87955248535
OUT_10213,2025,4,DIST_C_01,SKU_09,-40.57862087376447,-89273.00377597341
OUT_19006,2024,10,DIST_S_02,SKU_03,-9.71717555160105,-3401.0410548373607
OUT_00352,2024,6,DIST_W_01,SKU_02,-61.00944717921863,-15455.771731265562
OUT_00840,2025,6,DIST_W_01,SKU_05,-91.98998598870992,-8279.05676521449
OUT_12360,2025,1,DIST_C_01,SKU_03,-24.56002599534189,-8596.055412049995
OUT_00354,2025,1,DIST_W_03,SKU_04,-23.191343774479115,-7537.16534162293
OUT_18518,2025,4,DIST_S_01,SKU_01,-19.50197101711029,-5850.57210936451
OUT_13420,2023,11,DIST_NW_02,SKU_04,-4.621465114695872,-1502.0024769285128
OUT_00048,2023,9,DIST_W_01,SKU_07,-67.36359998283665,-43786.34635328266
OUT_15790,2024,11,DIST_NW_01,SKU_02,-175.27167270273034,-44402.15569896137
OUT_17088,2024,3,DIST_S_01,SKU_05,-56.58223582427245,-5092.413559811393
OUT_19328,2023,11,DIST_S_02,SKU_05,-12.36074414370036,-1112.4430491588607
OUT_03154,2025,2,DIST_W_01,SKU_06,-292.88237774537504,-24602.100294556825
OUT_03572,2025,12,DIST_W_03,SKU_09,-19.986809611235262,-43970.97650617823
OUT_15056,2024,9,DIST_NW_02,SKU_01,-54.840740263688815,-4606.67173006164
OUT_16718,2025,3,DIST_NW_02,SKU_06,-60.27224394556042,-5062.900634704431
OUT_12692,2025,12,DIST_C_03,SKU_10,-10.325518333924492,-3812.5159298072335
OUT_00212,2025,12,DIST_W_03,SKU_03,-35.59712950685071,-12459.023490203515
OUT_05406,2023,6,DIST_W_03,SKU_05,-17.2941240282759,-1556.518649335909
OUT_06698,2024,12,DIST_W_02,SKU_05,-87.38748691187112,-7864.845966987178
OUT_08484,2023,2,DIST_W_03,SKU_06,-561.4736625770466,-47163.83696179269
OUT_05890,2023,7,DIST_W_03,SKU_07,-54.08228777240297,-35153.51152495663
OUT_07115,2023,1,DIST_W_03,SKU_04,-11.521014977850276,-3744.319178108176
OUT_11455,2023,8,DIST_C_01,SKU_07,-34.34082747235884,-22321.542009326477
OUT_00605,2024,12,DIST_W_02,SKU_01,-8.151437368063556,-2445.480421741985
OUT_13105,2024,9,DIST_NW_02,SKU_10,-19.98248017010803,-7378.107833740773
OUT_19156,2024,9,DIST_S_01,SKU_10,-4.105419745757627,-1515.89018348694
OUT_18531,2024,1,DIST_S_01,SKU_08,-15.271386669397648,-6719.36045779975
OUT_10316,2025,6,DIST_C_01,SKU_07,-55.71250459528261,-36213.0780919853
OUT_15861,2023,2,DIST_NW_01,SKU_01,-72.41037112163528,-21723.094445626288
OUT_19482,2025,3,DIST_S_02,SKU_07,-22.67222243062288,-14736.910073846328
OUT_14159,2023,7,DIST_NW_02,SKU_09,-6.135662677688234,-13498.452733611191
OUT_05286,2023,12,DIST_W_02,SKU_02,-139.23542909343928,-35273.00157187368
OUT_14620,2025,6,DIST_NW_02,SKU_08,-5.318780570436127,-2340.2140236329165
OUT_12630,2023,6,DIST_C_01,SKU_09,-6.065907408657028,-13344.976592630808
OUT_16733,2024,9,DIST_NW_01,SKU_01,-13.578763141202884,-8826.217982213513
OUT_06895,2023,2,DIST_W_02,SKU_10,-4.1236540391544265,-1522.5301762875351
OUT_10111,2023,11,DIST_C_01,SKU_06,-120.14194961901975,-10091.88997711962
OUT_05693,2024,11,DIST_W_03,SKU_10,-7.983425647853291,-2947.737055032879
OUT_04558,2024,2,DIST_W_02,SKU_05,-26.717224200143715,-2404.5341678781915
OUT_05157,2025,9,DIST_W_03,SKU_03,-46.59588933133102,-16308.517773506062
OUT_10096,2024,7,DIST_C_01,SKU_10,-19.82636024762508,-7320.528195970854
OUT_03996,2025,7,DIST_W_01,SKU_10,-3.8465415248296457,-1420.2122296418338
OUT_09707,2024,11,DIST_C_03,SKU_07,-109.22337630223495,-70995.1564935169
OUT_02665,2023,4,DIST_W_03,SKU_04,-32.31484125642037,-10502.369383195906
OUT_10413,2024,1,DIST_C_02,SKU_08,-5.937121205076537,-2612.374767105892
OUT_12484,2025,8,DIST_C_03,SKU_06,-834.8561432609482,-70127.9518844265
OUT_13783,2024,1,DIST_NW_02,SKU_06,-58.66024311185721,-4927.417889862113
OUT_12464,2025,8,DIST_C_01,SKU_01,-15.523835188998111,-4657.158552699741
OUT_18667,2025,4,DIST_S_02,SKU_01,-41.25542650158612,-12376.676019867216
OUT_15673,2023,9,DIST_NW_01,SKU_02,-83.2570659433242,-21091.754462233446
OUT_13664,2024,10,DIST_NW_02,SKU_09,-15.510550254066723,-34123.231495737884
OUT_05015,2024,4,DIST_W_02,SKU_07,-34.19458084883812,-22226.487945766414
OUT_00077,2025,12,DIST_W_02,SKU_10,-33.33849529427204,-12309.598628270189
OUT_07327,2023,11,DIST_W_02,SKU_01,-29.67143891850764,-8901.466454762802
OUT_09690,2024,9,DIST_C_03,SKU_09,-3.219173285472692,-7082.179041184863
OUT_02995,2025,2,DIST_W_03,SKU_01,-4.355747428144603,-1524.516026311135
OUT_05418,2023,6,DIST_W_01,SKU_10,-13.209098215869249,-4877.171358639884
OUT_17989,2025,5,DIST_S_01,SKU_10,-26.13749491467804,-9650.78301195157
OUT_03217,2025,5,DIST_W_03,SKU_09,-4.042574324323912,-8893.616945862806
OUT_11949,2024,10,DIST_C_01,SKU_09,-33.33981791707315,-73347.6249672292
OUT_02133,2025,9,DIST_W_03,SKU_09,-13.262952064218592,-29178.53955364192
OUT_15356,2025,6,DIST_NW_01,SKU_10,-44.27142453472512,-16346.338844185855
OUT_10831,2025,9,DIST_C_03,SKU_03,-5.6866701208427815,-1990.3631966035
OUT_00684,2024,7,DIST_W_03,SKU_09,-24.851371715394407,-54673.06292529958
OUT_19380,2024,4,DIST_S_01,SKU_10,-6.231377764930413,-2300.8107819881075
OUT_02141,2024,10,DIST_W_02,SKU_08,-11.263373980949604,-4955.896827049825
OUT_16414,2024,9,DIST_NW_02,SKU_03,-25.560836931750096,-8946.281725086614
OUT_18962,2023,7,DIST_S_02,SKU_08,-12.13775103371796,-5340.575937246156
OUT_04364,2023,10,DIST_W_01,SKU_02,-17.038515523226856,-4316.4061806631125
OUT_18224,2024,7,DIST_S_02,SKU_04,-10.871381270597368,-3533.183170801372
OUT_15462,2023,11,DIST_NW_01,SKU_09,-15.559799971062075,-34231.58823169004
OUT_08470,2023,1,DIST_W_03,SKU_02,-38.27588312838056,-9696.591209811882
OUT_12083,2024,9,DIST_C_02,SKU_09,-16.546023028408225,-36401.268749600335
OUT_17532,2025,1,DIST_S_02,SKU_09,-23.36484513591376,-51402.635668545976
OUT_00585,2023,4,DIST_W_02,SKU_09,-9.351786208224745,-20573.932304161972
OUT_09755,2024,8,DIST_C_03,SKU_06,-438.3720212981868,-36823.26235389168
OUT_03552,2024,5,DIST_W_01,SKU_08,-7.282413344459637,-3204.226571544989
OUT_16849,2023,9,DIST_NW_02,SKU_09,-2.9050123721789163,-6391.023081134906
OUT_09806,2023,2,DIST_C_01,SKU_06,-340.47816374921695,-28600.137288819904
OUT_11922,2024,4,DIST_C_01,SKU_10,-31.056554928611423,-11467.024845542734
OUT_06532,2023,12,DIST_W_01,SKU_08,-16.052402479629286,-7063.031135302501
OUT_02688,2025,4,DIST_W_01,SKU_08,-17.849659789406314,-7853.868824832087
OUT_05199,2023,2,DIST_W_03,SKU_06,-124.85424320728411,-10487.774575861957
OUT_11416,2024,4,DIST_C_02,SKU_01,-43.25460108809411,-12976.398852042345
OUT_02016,2023,7,DIST_W_03,SKU_06,-353.4716691589511,-29691.65461466056
OUT_10060,2023,9,DIST_C_02,SKU_04,-26.976561860771017,-8767.350704703551
OUT_11458,2024,11,DIST_C_03,SKU_10,-26.185584361738336,-9668.544715867269
OUT_03699,2025,11,DIST_W_01,SKU_06,-302.0552482438524,-25372.633484515776
OUT_13526,2024,3,DIST_NW_01,SKU_06,-282.9348158835785,-23766.50206842182
OUT_16942,2023,6,DIST_NW_01,SKU_07,-26.7994541586594,-17419.67361232789
OUT_10622,2024,7,DIST_C_03,SKU_10,-7.739501368985712,-2857.6620604836894
OUT_12505,2025,9,DIST_C_01,SKU_09,-2.8814794915644044,-6339.238757938572
OUT_11718,2023,5,DIST_C_03,SKU_03,-8.732855626923532,-3056.4920816802087
OUT_14923,2025,5,DIST_NW_02,SKU_05,-23.88117853101667,-2149.3147734113804
OUT_05891,2023,1,DIST_W_01,SKU_02,-17.182840912270976,-4352.977777740511
OUT_18050,2024,11,DIST_S_01,SKU_05,-58.70879980343511,-5283.7785284025895
OUT_19481,2025,9,DIST_S_02,SKU_10,-5.958532287072543,-2200.056388771598
OUT_17730,2025,2,DIST_S_01,SKU_09,-4.255961104320069,-9363.083867887064
OUT_11028,2023,11,DIST_C_01,SKU_09,-6.381793643994824,-14039.994324661366
OUT_06832,2023,12,DIST_W_01,SKU_09,-8.50211369965708,-18704.61780346663
OUT_11111,2025,2,DIST_C_03,SKU_03,-4.150719294238113,-1452.79459315546
OUT_17876,2023,10,DIST_S_01,SKU_05,-19.2397866930448,-1731.6072358052834
OUT_15760,2024,10,DIST_NW_02,SKU_06,-132.65530515534385,-11142.997281513852
OUT_14664,2024,3,DIST_NW_01,SKU_08,-32.579449438705815,-14334.923549478724
OUT_16215,2024,6,DIST_NW_01,SKU_08,-32.01561828916151,-14086.877400319414
OUT_11201,2023,6,DIST_C_01,SKU_06,-107.67020736988884,-9044.292277846767
OUT_02056,2024,6,DIST_W_01,SKU_03,-36.98413508600398,-12944.426205543785
OUT_05703,2025,2,DIST_W_01,SKU_04,-22.81231123705212,-7413.985895534131
OUT_13821,2025,3,DIST_NW_01,SKU_03,-19.42202192494376,-6797.7517866468215
OUT_17188,2024,1,DIST_S_01,SKU_09,-4.133701585456108,-9094.142303114291
OUT_15871,2024,1,DIST_NW_01,SKU_02,-188.6858920287555,-47800.387111361255
OUT_11772,2024,7,DIST_C_03,SKU_02,-39.16132811290935,-9920.916158209711
OUT_08555,2024,7,DIST_W_01,SKU_08,-28.63072920280151,-12597.533128171264
OUT_02576,2025,3,DIST_W_01,SKU_01,-60.823618079011794,-18247.08201536322
OUT_07297,2024,7,DIST_W_03,SKU_02,-15.88850059189664,-4025.119938212536
OUT_10234,2024,12,DIST_C_02,SKU_05,-34.27678929474755,-3084.939911807809
OUT_07150,2025,9,DIST_W_03,SKU_02,-97.6112866699115,-24728.152035491992
OUT_07639,2023,9,DIST_W_02,SKU_09,-28.87310035669725,-63520.85649239408
OUT_10458,2024,7,DIST_C_02,SKU_01,-11.927709975311933,-3578.303716394812
OUT_18072,2025,12,DIST_S_02,SKU_02,-124.08629005742696,-31435.19156993618
OUT_16199,2025,6,DIST_NW_01,SKU_08,-60.22971869332719,-26501.031467372115
OUT_09647,2024,9,DIST_C_03,SKU_01,-10.484946701145557,-3145.5018907218696
OUT_16083,2024,3,DIST_NW_01,SKU_06,-303.4614759617033,-25490.797812401142
OUT_04736,2025,11,DIST_W_02,SKU_02,-40.87203543889114,-10354.241637976
OUT_02808,2024,8,DIST_W_01,SKU_10,-7.500406216927256,-2769.3596213385167
OUT_16347,2024,7,DIST_NW_01,SKU_01,-6.4946162490935935,-1948.357906830766
OUT_01837,2025,10,DIST_W_02,SKU_04,-5.5117434445880775,-1791.35791565457
OUT_09921,2023,2,DIST_C_03,SKU_10,-4.118118821399856,-1520.5735235466063
OUT_07454,2025,9,DIST_W_02,SKU_07,-11.91647602388771,-7745.664347257752
OUT_02793,2025,4,DIST_W_02,SKU_01,-15.837339229192851,-4751.193037180909
OUT_02804,2025,2,DIST_W_01,SKU_03,-4.579870231823986,-1602.9268956971475
OUT_02351,2024,6,DIST_W_01,SKU_07,-82.87335611551883,-53867.6951477598
OUT_14532,2025,9,DIST_NW_02,SKU_01,-4.664482390784808,-1632.6182740146885
OUT_10222,2024,12,DIST_C_03,SKU_03,-13.091254011966848,-4581.982580745494
OUT_19977,2025,2,DIST_S_01,SKU_04,-58.80214588967571,-19110.69290197704
OUT_13498,2024,3,DIST_NW_01,SKU_01,-12.156408589391411,-3646.9447767826846
OUT_01802,2025,6,DIST_W_02,SKU_08,-17.34157846860818,-7630.295792014065
OUT_00595,2023,5,DIST_W_03,SKU_04,-5.90507247209122,-1919.156161958247
OUT_05643,2025,1,DIST_W_01,SKU_07,-12.703967911346515,-8257.532898136182
OUT_04948,2024,3,DIST_W_02,SKU_04,-4.816233021876888,-1565.2888367022683
OUT_01079,2025,7,DIST_W_01,SKU_03,-20.30764288823029,-7107.701636407816
OUT_12875,2024,11,DIST_C_01,SKU_01,-27.99732276219489,-8399.219875672781
OUT_04192,2025,11,DIST_W_01,SKU_10,-3.638224715275749,-1343.310674578816
OUT_06851,2023,1,DIST_W_02,SKU_03,-8.478385925831898,-2967.469936065108
OUT_05297,2023,12,DIST_W_02,SKU_10,-61.74756335434719,-22799.13169565032
OUT_14281,2023,4,DIST_NW_01,SKU_03,-72.21289697873463,-25274.556429298387
OUT_00118,2024,11,DIST_W_02,SKU_07,-63.27155488748372,-41126.48118662176
OUT_17580,2024,9,DIST_S_02,SKU_05,-13.245603662579974,-1192.1145447721512
OUT_00045,2025,11,DIST_W_03,SKU_03,-23.36631336411289,-8178.225041476938
OUT_18609,2023,4,DIST_S_01,SKU_04,-7.011416969652806,-2278.7475708854868
OUT_16075,2024,2,DIST_NW_02,SKU_07,-120.64451510962654,-78418.98114557301
OUT_09871,2023,11,DIST_C_01,SKU_04,-9.747200942171547,-3167.850644875265
OUT_00691,2024,9,DIST_W_01,SKU_01,-66.6870149701819,-20006.124387694985
OUT_16240,2023,4,DIST_NW_01,SKU_02,-66.8141488103354,-16926.209520759912
OUT_16142,2024,4,DIST_NW_02,SKU_05,-86.24386682513045,-7761.931984319564
OUT_07387,2024,5,DIST_W_03,SKU_04,-3.0243774360680105,-982.9480807891985
OUT_16321,2025,1,DIST_NW_02,SKU_05,-23.363073468366167,-2102.698682648136
OUT_17736,2023,8,DIST_S_02,SKU_07,-68.92077789533532,-44798.47341752701
OUT_06631,2025,9,DIST_W_01,SKU_05,-63.766436809907454,-5739.022065593454
OUT_09022,2024,6,DIST_C_01,SKU_06,-116.9467039582384,-9823.487399554053
OUT_11997,2025,3,DIST_C_01,SKU_09,-3.3582043915598563,-7388.0520394373025
OUT_17613,2024,3,DIST_S_01,SKU_06,-132.3176452037631,-11114.700682153858
OUT_04340,2025,12,DIST_W_02,SKU_07,-18.100365228950363,-11765.201262172392
OUT_16894,2024,2,DIST_NW_02,SKU_02,-33.0304095739954,-8367.659942379512
OUT_05482,2023,2,DIST_W_01,SKU_03,-22.50118859451095,-7875.391737328777
OUT_02202,2024,5,DIST_W_01,SKU_05,-8.984627470128647,-808.6500048060814
OUT_16961,2024,1,DIST_NW_01,SKU_03,-10.315344199141316,-3610.414674927249
OUT_02470,2023,10,DIST_W_03,SKU_09,-6.337375000156505,-13942.218812727382
OUT_18632,2023,11,DIST_S_02,SKU_03,-9.0695011568128,-3174.29039472284
OUT_00212,2025,9,DIST_W_03,SKU_07,-67.07690381636606,-43599.99207592184
OUT_08226,2024,1,DIST_W_03,SKU_04,-43.021920964753406,-13982.169987940948
OUT_08285,2025,2,DIST_W_01,SKU_08,-5.178036721422216,-2278.307089094081
OUT_00308,2024,12,DIST_W_02,SKU_02,-132.55064459708333,-33579.471062690485
OUT_03493,2024,8,DIST_W_01,SKU_10,-43.720454771193616,-16142.968546194605
OUT_02272,2023,3,DIST_W_03,SKU_04,-8.82791181882219,-2869.097847757543
OUT_19407,2025,3,DIST_S_02,SKU_03,-22.76327833626741,-7967.132998854128
OUT_06660,2023,3,DIST_W_01,SKU_03,-46.732585968402375,-16356.374643134592
OUT_06490,2023,4,DIST_W_02,SKU_04,-34.688786796153785,-11273.88263158084
OUT_15589,2025,1,DIST_NW_02,SKU_07,-14.379437338281337,-9346.680452387149
OUT_19121,2023,8,DIST_S_02,SKU_06,-606.0579523338532,-50908.86902348496
OUT_05407,2023,7,DIST_W_02,SKU_02,-91.86064084126126,-23271.342808429523
OUT_02074,2025,8,DIST_W_03,SKU_08,-6.364540006883939,-2800.3515705177924
OUT_11438,2023,9,DIST_C_03,SKU_06,-321.4241251636236,-26999.65495373005
OUT_06837,2024,6,DIST_W_01,SKU_03,-6.560008054221552,-2296.007591383948
OUT_16989,2025,10,DIST_NW_01,SKU_10,-8.44431505961684,-3117.9293777416283
OUT_02243,2025,3,DIST_W_02,SKU_10,-22.798928710463134,-8418.070094285265
OUT_16770,2024,12,DIST_NW_01,SKU_03,-11.86463979679982,-4152.658996556249
OUT_03595,2024,10,DIST_W_03,SKU_07,-28.905674572035394,-18788.66853245177
OUT_07858,2023,4,DIST_W_02,SKU_08,-44.03857601697919,-19376.946882188804
OUT_16787,2025,3,DIST_NW_02,SKU_06,-282.5056984683719,-23730.48688911782
OUT_18142,2025,4,DIST_S_01,SKU_01,-17.088818586567065,-1537.9618501504249
OUT_11373,2025,5,DIST_C_03,SKU_10,-7.65351682899403,-2825.9218699551616
OUT_11987,2023,4,DIST_C_02,SKU_02,-61.35579464771478,-15543.443384116508
OUT_12494,2024,10,DIST_C_03,SKU_07,-115.0558377884985,-74786.29144035786
OUT_02025,2025,4,DIST_W_03,SKU_01,-90.24459266673142,-27073.341123829174
OUT_16639,2024,9,DIST_NW_01,SKU_04,-51.66188209823953,-16790.1366061934
OUT_18897,2023,7,DIST_S_02,SKU_02,-34.727358188550625,-8797.562757040134
OUT_05248,2024,9,DIST_W_02,SKU_02,-39.90327573073243,-10108.811710163209
OUT_14364,2023,12,DIST_NW_02,SKU_02,-113.7721392688503,-28822.240915262617
OUT_00871,2024,1,DIST_W_03,SKU_08,-32.56695863027486,-14329.42470064512
OUT_05711,2025,3,DIST_W_01,SKU_01,-28.18343536069136,-8455.064772375737
OUT_19701,2025,10,DIST_S_02,SKU_03,-5.726492728309887,-2004.30327699332
OUT_12950,2024,1,DIST_C_02,SKU_06,-120.55860793196956,-10126.879252196884
OUT_00055,2023,12,DIST_W_01,SKU_05,-77.31849672128581,-6958.64493841085
OUT_06512,2025,12,DIST_W_03,SKU_04,-14.268952612856962,-4637.398340686772
OUT_01760,2024,6,DIST_W_01,SKU_01,-33.74863932471372,-10124.5445682578
OUT_15935,2023,2,DIST_NW_01,SKU_04,-10.64602384927124,-3459.948087436478
OUT_11296,2023,9,DIST_C_02,SKU_10,-21.192213908180623,-7824.804121371275
OUT_09636,2023,8,DIST_C_02,SKU_10,-31.963643702025905,-11801.954154772202
OUT_12224,2024,3,DIST_C_01,SKU_10,-23.68581224229917,-8745.573919711933
OUT_00016,2023,4,DIST_W_03,SKU_06,-374.1745981110672,-31430.688267601672
OUT_15659,2025,4,DIST_NW_01,SKU_02,-59.111583536634384,-14974.962625318316
OUT_19359,2023,11,DIST_S_01,SKU_05,-13.232979165153754,-1190.929424205669
OUT_01041,2025,6,DIST_W_03,SKU_09,-3.71615582453054,-8175.569923448834
OUT_09044,2024,6,DIST_C_02,SKU_05,-24.793702851084632,-2231.480379472181
OUT_15198,2025,10,DIST_NW_01,SKU_02,-94.16740154837508,-23855.74488898009
OUT_07668,2023,12,DIST_W_01,SKU_02,-24.6175512865204,-6236.491081084216
OUT_05048,2025,3,DIST_W_02,SKU_09,-2.9567735104315656,-6504.865428823651
OUT_12423,2023,9,DIST_C_01,SKU_10,-6.997709957250125,-2583.81753567632
OUT_14108,2023,10,DIST_NW_01,SKU_06,-55.42172153875599,-4655.381622334321
OUT_10644,2025,12,DIST_C_02,SKU_09,-20.80881748403921,-45779.4053677132
OUT_11168,2024,8,DIST_C_01,SKU_05,-158.12254490993368,-14231.052644173004
OUT_03989,2024,10,DIST_W_02,SKU_08,-6.623364968030129,-2914.307086275958
OUT_16717,2024,6,DIST_NW_01,SKU_09,-5.813042622232638,-12788.72211565254
OUT_11686,2023,7,DIST_C_01,SKU_03,-24.91672427484857,-8720.890402239766
OUT_15532,2025,8,DIST_NW_01,SKU_02,-80.47590386960192,-20387.265763654428
OUT_12087,2024,4,DIST_C_03,SKU_08,-9.725043112668986,-4278.983599401177
OUT_00614,2025,9,DIST_W_02,SKU_10,-20.76063632287373,-7665.47380653735
OUT_09358,2025,9,DIST_C_02,SKU_04,-4.322164053036518,-1404.6596698998692
OUT_06540,2024,5,DIST_W_01,SKU_10,-12.24139564514807,-4519.891134161068
OUT_08227,2025,5,DIST_W_02,SKU_07,-38.90967024643525,-25291.31561418909
OUT_19830,2024,8,DIST_S_02,SKU_10,-8.659215524555893,-3197.241429398074
OUT_03074,2025,3,DIST_W_03,SKU_10,-7.115696352846524,-2627.338489660614
OUT_03492,2023,11,DIST_W_03,SKU_01,-25.49769235406136,-7649.265058675646
OUT_11054,2023,2,DIST_C_03,SKU_04,-8.986672774465486,-2920.6265471438664
OUT_00428,2024,8,DIST_W_03,SKU_06,-556.0519295200828,-46708.35304299167
OUT_18836,2023,6,DIST_S_01,SKU_04,-2.460530807779713,-799.7034494115879
OUT_18240,2023,9,DIST_S_01,SKU_02,-87.72600681332527,-22223.95111704137
OUT_18111,2024,9,DIST_S_02,SKU_03,-5.054949026130372,-1769.2189457334348
OUT_10962,2023,1,DIST_C_01,SKU_03,-50.84344846372857,-17795.206978133436
OUT_05714,2024,2,DIST_W_03,SKU_04,-8.231051748392003,-2675.0806382110527
OUT_05176,2025,6,DIST_W_03,SKU_06,-169.46126338555896,-14234.697958999395
OUT_05923,2024,1,DIST_W_03,SKU_04,-4.570605302100452,-1485.4591583383594
OUT_17533,2025,2,DIST_S_01,SKU_07,-18.712019713761197,-12162.76591602972
OUT_12054,2023,3,DIST_C_01,SKU_03,-9.325586029317725,-3263.9793650321512
OUT_16507,2025,9,DIST_NW_01,SKU_08,-6.973232013028559,-3068.261194784898
OUT_06035,2025,3,DIST_W_03,SKU_04,-4.859933005040666,-1579.492863910343
OUT_13883,2023,5,DIST_NW_01,SKU_03,-53.69693298088445,-18793.945069783123
OUT_19493,2024,7,DIST_S_01,SKU_04,-27.90779862185134,-9070.066915333768
OUT_16045,2025,2,DIST_NW_01,SKU_08,-10.717829581837355,-4715.812483028531
OUT_03766,2025,3,DIST_W_01,SKU_01,-63.982052890738295,-19194.65071547333
OUT_07678,2024,5,DIST_W_03,SKU_05,-42.475880245227856,-3822.853956209518
OUT_05579,2024,2,DIST_W_02,SKU_09,-16.131909292555246,-35490.1884205617
OUT_19648,2023,10,DIST_S_02,SKU_07,-111.20768827101504,-72284.97382782934
OUT_19213,2023,8,DIST_S_02,SKU_05,-12.745996364925018,-1147.1449912729113
OUT_15556,2025,11,DIST_NW_02,SKU_01,-4.800357846281214,-1440.1400670931498
OUT_17605,2025,11,DIST_S_01,SKU_04,-9.257969967615225,-3008.8027311399237
OUT_13909,2023,9,DIST_NW_01,SKU_10,-4.274668897172494,-1578.3674841817651
OUT_16201,2023,12,DIST_NW_02,SKU_06,-385.3203895938095,-32366.915743191712
OUT_05182,2025,3,DIST_W_01,SKU_01,-2.895485535914832,-6370.108186007135
OUT_00240,2025,5,DIST_W_02,SKU_01,-18.848977374743413,-5654.668623352683
OUT_03442,2023,6,DIST_W_02,SKU_08,-8.809749197109879,-3876.2849688385145
OUT_09377,2025,6,DIST_C_01,SKU_06,-278.9765268629383,-23434.00236852588
OUT_18254,2024,10,DIST_S_02,SKU_04,-21.810600348358545,-7088.469951983332
OUT_05982,2025,5,DIST_W_03,SKU_05,-17.918047195956028,-1612.6185839802731
OUT_12907,2023,9,DIST_C_03,SKU_10,-17.713545180048737,-6540.376173429895
OUT_07746,2024,1,DIST_W_01,SKU_04,-23.87826795831448,-7760.404069262831
OUT_08023,2025,12,DIST_W_03,SKU_04,-13.945790792041562,-4532.405679650823
OUT_02020,2024,9,DIST_W_02,SKU_02,-18.878071599206443,-4782.458141317006
OUT_07121,2024,6,DIST_W_01,SKU_07,-28.61227256832275,-18597.92950010779
OUT_17232,2025,9,DIST_S_01,SKU_06,-278.875356612597,-23425.53403555762
OUT_00206,2023,12,DIST_W_01,SKU_01,-47.083650955278685,-14125.076012256704
OUT_13303,2024,3,DIST_NW_02,SKU_05,-24.54201419607702,-2208.760799345912
OUT_06048,2024,3,DIST_W_03,SKU_09,-3.054010879330368,-6718.774382503911
OUT_09768,2024,1,DIST_C_02,SKU_10,-19.487670417259285,-7195.398490242192
OUT_01951,2023,1,DIST_W_01,SKU_04,-27.201910723385307,-8840.571892391275
OUT_16788,2023,6,DIST_NW_02,SKU_07,-11.669256241745495,-7585.038539255653
OUT_18585,2023,9,DIST_S_01,SKU_07,-11.727128370438251,-7622.6634995923505
OUT_01869,2024,12,DIST_W_03,SKU_03,-80.35225744465511,-28123.30409865784
OUT_15407,2024,2,DIST_NW_01,SKU_05,-21.92425077542149,-1973.2317084532117
OUT_02953,2023,5,DIST_W_02,SKU_01,-7.147145352978119,-2144.1811443730708
OUT_08973,2023,4,DIST_W_03,SKU_06,-73.69108721647369,-6190.086715452825
OUT_01036,2025,2,DIST_W_03,SKU_10,-19.30993153223555,-7129.833724903541
OUT_08231,2024,9,DIST_W_03,SKU_03,-54.4555161829164,-19059.3939370332
OUT_10703,2023,4,DIST_C_01,SKU_08,-8.474552808487102,-3728.7784505842014
OUT_00676,2024,2,DIST_W_01,SKU_07,-11.218727559536276,-7292.183932799767
OUT_12585,2025,4,DIST_C_01,SKU_02,-25.66640495012437,-6502.1343735822975
OUT_06663,2023,5,DIST_W_01,SKU_04,-35.41403428999151,-11509.542190283251
OUT_07959,2025,4,DIST_W_01,SKU_05,-21.313645309929548,-1918.2354768143875
OUT_05621,2025,7,DIST_W_03,SKU_01,-31.69573653631947,-9508.699140699142
OUT_05168,2024,3,DIST_W_02,SKU_07,-49.75360698291787,-32339.8764274494
OUT_11730,2025,12,DIST_C_01,SKU_01,-7.838931629167648,-2547.605676859276
OUT_10316,2024,4,DIST_C_01,SKU_05,-94.35264058496377,-8491.739107206771
OUT_04987,2025,8,DIST_W_03,SKU_04,-5.732227931791846,-1863.018180625071
